AllCCS ID,Name,Structure,Formula,Type,Adduct,m/z,CCS,Confidence level,Update date
AllCCS00000721,Sulconazole,C=1C=C(C=CC1CSC(CN2C=CN=C2)C=3C=CC(=CC3Cl)Cl)Cl,C18H15Cl3N2S,Experimental CCS,[M+H]+,397.0095,184.4,3,2019-08-12
AllCCS00000722,Ritodrine,CC(C(C1=CC=C(C=C1)O)(O)[H])(NCCC2=CC=C(C=C2)O)[H],C17H21NO3,Experimental CCS,[M+H]+,288.1594,166.9,2,2022-10-08
AllCCS00000722,Ritodrine,CC(C(C1=CC=C(C=C1)O)(O)[H])(NCCC2=CC=C(C=C2)O)[H],C17H21NO3,Experimental CCS,[M+Na]+,310.1414,175.4,3,2022-10-08
AllCCS00000722,Ritodrine,CC(C(C1=CC=C(C=C1)O)(O)[H])(NCCC2=CC=C(C=C2)O)[H],C17H21NO3,Experimental CCS,[M-H]-,286.1448,163.2,3,2022-10-08
AllCCS00000723,Tolnaftate,CC=1C=CC=C(C1)N(C)C(OC=2C=CC3=CC=CC=C3C2)=S,C19H17NOS,Experimental CCS,[M+H]+,308.1104,173.6,3,2019-08-12
AllCCS00000724,Trimethobenzamide,CN(C)CCOC1=CC=C(C=C1)CN=C(C2=CC(=C(C(=C2)OC)OC)OC)O,C21H28N2O5,Experimental CCS,[M+H]+,389.2071,193.3,3,2019-08-12
AllCCS00000725,Orciprenaline,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,C11H17NO3,Experimental CCS,[M+H]+,212.1281,151.1,2,2022-10-08
AllCCS00000725,Orciprenaline,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,C11H17NO3,Experimental CCS,[M-H]-,210.1135,155.3,3,2022-10-08
AllCCS00000726,Sulpiride,CCN1CCCC1CN=C(C=2C=C(C=CC2OC)S(N)(=O)=O)O,C15H23N3O4S,Experimental CCS,[M+H]+,342.1482,183.3,3,2019-08-12
AllCCS00000727,Suloctidil,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O,C20H35NOS,Experimental CCS,[M+H]+,338.2512,197.3,3,2019-08-12
AllCCS00000728,Sulfameter,COC1=CN=C(N=C1)NS(C2=CC=C(C=C2)N)(=O)=O,C11H12N4O3S,Experimental CCS,[M+H]+,281.0703,160.3,2,2022-10-08
AllCCS00000728,Sulfameter,COC1=CN=C(N=C1)NS(C2=CC=C(C=C2)N)(=O)=O,C11H12N4O3S,Experimental CCS,[M+Na]+,303.0523,171.3,3,2022-10-08
AllCCS00000729,Sulfamethoxypyridazine,COC=1C=CC(=NN1)NS(C2=CC=C(C=C2)N)(=O)=O,C11H12N4O3S,Experimental CCS,[M+H]+,281.0703,159.4,3,2019-08-12
AllCCS00000730,Metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,C15H25NO3,Experimental CCS,[M+H]+,268.1907,172.3,1,2022-10-08
AllCCS00000730,Metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,C15H25NO3,Experimental CCS,[M+Na]+,290.1727,166.2,3,2022-10-08
AllCCS00000731,Ethyl hydroxybenzoate,CCOC(C1=CC=C(C=C1)O)=O,C9H10O3,Experimental CCS,[M+H]+,167.0703,129.1,Conflict,2022-10-08
AllCCS00000731,Ethyl hydroxybenzoate,CCOC(C1=CC=C(C=C1)O)=O,C9H10O3,Experimental CCS,[M-H]-,165.0557,135.8,3,2022-10-08
AllCCS00000732,Acetaminophen,CC(=NC1=CC=C(C=C1)O)O,C8H9NO2,Experimental CCS,[M+H]+,152.0706,132.2,1,2022-10-08
AllCCS00000732,Acetaminophen,CC(=NC1=CC=C(C=C1)O)O,C8H9NO2,Experimental CCS,[M+Na]+,174.0526,144.2,3,2022-10-08
AllCCS00000732,Acetaminophen,CC(=NC1=CC=C(C=C1)O)O,C8H9NO2,Experimental CCS,[M-H]-,150.056,133.0,2,2022-10-08
AllCCS00000733,Fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,C13H12F2N6O,Experimental CCS,[M+H]+,307.1114,163.4,3,2019-08-12
AllCCS00000734,Econazole,C=1C=C(C=CC1COC(CN2C=CN=C2)C=3C=CC(=CC3Cl)Cl)Cl,C18H15Cl3N2O,Experimental CCS,[M+H]+,381.0323,184.8,3,2019-08-12
AllCCS00000735,Xylazine,CC=1C=CC=C(C)C1NC2=NCCCS2,C12H16N2S,Experimental CCS,[M+H]+,221.1107,148.3,2,2022-10-08
AllCCS00000736,Tolazamide,CC1=CC=C(C=C1)S(NC(=NN2CCCCCC2)O)(=O)=O,C14H21N3O3S,Experimental CCS,[M+H]+,312.1377,173.3,3,2019-08-12
AllCCS00000737,Naphazoline,C1=CC=C2C(=C1)C=CC=C2CC3=NCCN3,C14H14N2,Experimental CCS,[M+H]+,211.123,148.5,3,2019-08-12
AllCCS00000738,Ketoprofen,CC(C=1C=CC=C(C1)C(C2=CC=CC=C2)=O)C(=O)O,C16H14O3,Experimental CCS,[M+H]+,255.1016,158.9,Conflict,2022-10-08
AllCCS00000738,Ketoprofen,CC(C=1C=CC=C(C1)C(C2=CC=CC=C2)=O)C(=O)O,C16H14O3,Experimental CCS,[M+Na]+,277.0836,167.7,2,2022-10-08
AllCCS00000739,Alverine,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2,C20H27N,Experimental CCS,[M+H]+,282.2216,168.4,3,2019-08-12
AllCCS00000740,Aminoglutethimide,CCC1(CCC(=NC1=O)O)C2=CC=C(C=C2)N,C13H16N2O2,Experimental CCS,[M+H]+,233.1285,164.8,3,2019-08-12
AllCCS00000741,Amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,C20H23N,Experimental CCS,[M+H]+,278.1903,166.9,2,2022-10-07
AllCCS00000742,Bumetanide,CCCCNC=1C=C(C=C(C1OC2=CC=CC=C2)S(N)(=O)=O)C(=O)O,C17H20N2O5S,Experimental CCS,[M+H]+,365.1166,185.1,3,2019-08-12
AllCCS00000743,Phthalylsulfathiazole,C1=CC=C(C(=C1)C(NC2=CC=C(C=C2)S(NC3=NC=CS3)(=O)=O)=O)C(=O)O,C17H13N3O5S2,Experimental CCS,[M+H]+,404.037,194.9,3,2019-08-12
AllCCS00000744,Succinylsulfathiazole,C=1C=C(C=CC1NC(CCC(=O)O)=O)S(NC2=NC=CS2)(=O)=O,C13H13N3O5S2,Experimental CCS,[M+H]+,356.037,182.4,3,2019-08-12
AllCCS00000745,Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,C19H21N,Experimental CCS,[M+H]+,264.1747,163.1,3,2019-08-12
AllCCS00000746,Antazoline,C1=CC=C(C=C1)CN(CC2=NCCN2)C3=CC=CC=C3,C17H19N3,Experimental CCS,[M+H]+,266.1652,162.2,3,2019-08-12
AllCCS00000747,Rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=NC(=O)S2)O)C3=CC=CC=N3,C18H19N3O3S,Experimental CCS,[M+H]+,358.122,172.6,3,2019-08-12
AllCCS00000748,Anthralin,C1=CC=2CC=3C=CC=C(C3C(C2C(=C1)O)=O)O,C14H10O3,Experimental CCS,[M+H]+,227.0703,142.6,3,2019-08-12
AllCCS00000749,Losartan,CCCCC1=NC(=C(CO)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)Cl,C22H23ClN6O,Experimental CCS,[M+H]+,423.1695,201.4,1,2022-10-08
AllCCS00000749,Losartan,CCCCC1=NC(=C(CO)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)Cl,C22H23ClN6O,Experimental CCS,[M+Na]+,445.1515,205.6,3,2022-10-08
AllCCS00000749,Losartan,CCCCC1=NC(=C(CO)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)Cl,C22H23ClN6O,Experimental CCS,[M-H]-,421.1549,206.8,3,2022-10-08
AllCCS00000750,Salicylanilide,C1=CC=C(C=C1)N=C(C2=CC=CC=C2O)O,C13H11NO2,Experimental CCS,[M+H]+,214.0863,143.9,3,2019-08-12
AllCCS00000751,Orphenadrine,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,C18H23NO,Experimental CCS,[M+H]+,270.1853,166.1,3,2019-08-12
AllCCS00000752,Oxymetazoline,CC1=CC(=C(C(C)=C1CC2=NCCN2)O)C(C)(C)C,C16H24N2O,Experimental CCS,[M+H]+,261.1962,169.9,3,2019-08-12
AllCCS00000753,Oxyphenbutazone,CCCCC1C(N(C2=CC=CC=C2)N(C3=CC=C(C=C3)O)C1=O)=O,C19H20N2O3,Experimental CCS,[M+H]+,325.1547,178.2,2,2022-10-08
AllCCS00000753,Oxyphenbutazone,CCCCC1C(N(C2=CC=CC=C2)N(C3=CC=C(C=C3)O)C1=O)=O,C19H20N2O3,Experimental CCS,[M-H]-,323.1401,184.7,3,2022-10-08
AllCCS00000754,Cetirizine,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)N3CCN(CC3)CCOCC(=O)O,C21H25ClN2O3,Experimental CCS,[M+H]+,389.1627,198.3,3,2019-08-12
AllCCS00000755,Benzocaine,CCOC(C1=CC=C(C=C1)N)=O,C9H11NO2,Experimental CCS,[M+H]+,166.0863,145.9,3,2019-08-12
AllCCS00000756,Phenylethyl alcohol,C1=CC=C(C=C1)CCO,C8H10O,Experimental CCS,[M+H]+,123.0805,121.2,3,2019-08-12
AllCCS00000757,Parachlorophenol,C=1C=C(C=CC1Cl)O,C6H5ClO,Experimental CCS,[M+H]+,129.0102,108.8,3,2019-08-12
AllCCS00000758,Pargyline,C#CCN(C)CC1=CC=CC=C1,C11H13N,Experimental CCS,[M+H]+,160.1121,134.9,3,2019-08-12
AllCCS00000759,Phenacemide,C1=CC=C(C=C1)CC(=NC(=N)O)O,C9H10N2O2,Experimental CCS,[M+H]+,179.0815,128.3,3,2019-08-12
AllCCS00000760,Phenindione,C1=CC=C(C=C1)C2C(C3=CC=CC=C3C2=O)=O,C15H10O2,Experimental CCS,[M+H]+,223.0754,145.9,3,2019-08-12
AllCCS00000761,Phenylbutazone,CCCCC1C(N(C2=CC=CC=C2)N(C3=CC=CC=C3)C1=O)=O,C19H20N2O2,Experimental CCS,[M+H]+,309.1598,173.0,2,2022-10-08
AllCCS00000761,Phenylbutazone,CCCCC1C(N(C2=CC=CC=C2)N(C3=CC=CC=C3)C1=O)=O,C19H20N2O2,Experimental CCS,[M-H]-,307.1452,179.6,3,2022-10-08
AllCCS00000762,Ranolazine,CC=1C=CC=C(C)C1N=C(CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O)O,C24H33N3O4,Experimental CCS,[M+H]+,428.2544,205.2,3,2019-08-12
AllCCS00000763,Dantron,C1=CC2=C(C(=C1)O)C(C3=C(C=CC=C3O)C2=O)=O,C14H8O4,Experimental CCS,[M+H]+,241.0496,148.3,3,2019-08-12
AllCCS00000764,Acedapsone,CC(=NC1=CC=C(C=C1)S(C2=CC=C(C=C2)N=C(C)O)(=O)=O)O,C16H16N2O4S,Experimental CCS,[M+H]+,333.0904,171.2,3,2019-08-12
AllCCS00000765,Bisacodyl,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(C)=O)C3=CC=CC=N3,C22H19NO4,Experimental CCS,[M+H]+,362.1387,193.3,3,2019-08-12
AllCCS00000766,Edrophonium,CC[N+](C)(C)C=1C=CC=C(C1)O,C10H16NO,Experimental CCS,M+,166.1227,135.7,3,2019-08-12
AllCCS00000767,Fenofibrate,CC(C)OC(C(C)(C)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)=O)=O,C20H21ClO4,Experimental CCS,[M+H]+,361.1201,193.0,2,2022-10-07
AllCCS00000767,Fenofibrate,CC(C)OC(C(C)(C)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)=O)=O,C20H21ClO4,Experimental CCS,[M+Na]+,383.1021,198.7,2,2022-10-07
AllCCS00000768,Penfluridol,C(CC(C1=CC=C(C=C1)F)C2=CC=C(C=C2)F)CN3CCC(CC3)(C=4C=CC(=C(C4)C(F)(F)F)Cl)O,C28H27ClF5NO,Experimental CCS,[M+H]+,524.1774,219.1,3,2019-08-12
AllCCS00000769,Mefenamic acid,CC=1C=CC=C(C1C)NC2=CC=CC=C2C(=O)O,C15H15NO2,Experimental CCS,[M+H]+,242.1176,152.4,2,2022-10-08
AllCCS00000769,Mefenamic acid,CC=1C=CC=C(C1C)NC2=CC=CC=C2C(=O)O,C15H15NO2,Experimental CCS,[M-H]-,240.103,161.3,3,2022-10-08
AllCCS00000770,Mefexamide,CCN(CC)CCN=C(COC1=CC=C(C=C1)OC)O,C15H24N2O3,Experimental CCS,[M+H]+,281.186,171.2,3,2019-08-12
AllCCS00000771,Carbinoxamine,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,C16H19ClN2O,Experimental CCS,[M+H]+,291.1259,167.4,3,2019-08-12
AllCCS00000772,Verapamil,CC(C)C(CCCN(C)CCC=1C=CC(=C(C1)OC)OC)(C#N)C=2C=CC(=C(C2)OC)OC,C27H38N2O4,Experimental CCS,[M+H]+,455.2905,208.8,2,2022-10-07
AllCCS00000773,Loperamide,CN(C)C(C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4)=O,C29H33ClN2O2,Experimental CCS,[M+H]+,477.2304,219.4,3,2019-08-12
AllCCS00000774,Sulfadoxine,COC1=C(N=CN=C1OC)NS(C2=CC=C(C=C2)N)(=O)=O,C12H14N4O4S,Experimental CCS,[M+H]+,311.0809,167.3,2,2022-10-08
AllCCS00000774,Sulfadoxine,COC1=C(N=CN=C1OC)NS(C2=CC=C(C=C2)N)(=O)=O,C12H14N4O4S,Experimental CCS,[M+Na]+,333.0629,177.8,3,2022-10-08
AllCCS00000774,Sulfadoxine,COC1=C(N=CN=C1OC)NS(C2=CC=C(C=C2)N)(=O)=O,C12H14N4O4S,Experimental CCS,[M-H]-,309.0663,173.2,3,2022-10-08
AllCCS00000775,Mebendazole,COC(=NC1=NC=2C=CC(=CC2N1)C(C3=CC=CC=C3)=O)O,C16H13N3O3,Experimental CCS,[M+H]+,296.103,172.8,2,2022-10-08
AllCCS00000775,Mebendazole,COC(=NC1=NC=2C=CC(=CC2N1)C(C3=CC=CC=C3)=O)O,C16H13N3O3,Experimental CCS,[M+Na]+,318.085,187.8,3,2022-10-08
AllCCS00000776,Nalbuphine,C1CC(C1)CN2CCC34C5=C6C=CC(=C5OC4(C(CCC3(C2(C6)[H])O)(O)[H])[H])O,C21H27NO4,Experimental CCS,[M+H]+,358.2013,180.8,3,2019-08-12
AllCCS00000777,Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=N)O)O,C14H22N2O3,Experimental CCS,[M+H]+,267.1703,159.2,2,2022-10-07
AllCCS00000777,Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=N)O)O,C14H22N2O3,Experimental CCS,[M+Na]+,289.1523,166.6,3,2022-10-07
AllCCS00000778,Crotamiton,CC(=C(C(N(CC)C1=CC=CC=C1C)=O)[H])[H],C13H17NO,Experimental CCS,[M+H]+,204.1383,145.1,3,2019-08-12
AllCCS00000779,Pimozide,C1=CC=C2C(=C1)N=C(N2C3CCN(CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3)O,C28H29F2N3O,Experimental CCS,[M+H]+,462.2352,212.6,3,2019-08-12
AllCCS00000780,Diethyltoluamide,CCN(CC)C(C1=CC=CC(C)=C1)=O,C12H17NO,Experimental CCS,[M+H]+,192.1383,142.9,2,2022-10-08
AllCCS00000781,Chlorcyclizine,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,C18H21ClN2,Experimental CCS,[M+H]+,301.1466,173.4,3,2019-08-12
AllCCS00000782,Enilconazole,C=CCOC(CN1C=CN=C1)C=2C=CC(=CC2Cl)Cl,C14H14Cl2N2O,Experimental CCS,[M+H]+,297.0556,165.6,2,2022-10-08
AllCCS00000783,Firocoxib,CC1(C)C(C2=CC=C(C=C2)S(C)(=O)=O)=C(C(=O)O1)OCC3CC3,C17H20O5S,Experimental CCS,[M+H]+,337.1104,181.6,2,2022-10-08
AllCCS00000784,Glyburide,COC=1C=CC(=CC1C(=NCCC2=CC=C(C=C2)S(NC(=NC3CCCCC3)O)(=O)=O)O)Cl,C23H28ClN3O5S,Experimental CCS,[M+H]+,494.1511,205.9,3,2019-08-12
AllCCS00000785,Chlorpropamide,CCCN=C(NS(C1=CC=C(C=C1)Cl)(=O)=O)O,C10H13ClN2O3S,Experimental CCS,[M+H]+,277.0408,158.5,3,2019-08-12
AllCCS00000786,Phenylephrine,CNCC(C=1C=CC=C(C1)O)(O)[H],C9H13NO2,Experimental CCS,[M-H2O+H]+,150.0913,133.0,3,2019-08-12
AllCCS00000787,Trimethoprim,COC=1C=C(CC2=CNC(=N)NC2=N)C=C(C1OC)OC,C14H18N4O3,Experimental CCS,[M+H]+,291.1452,172.7,2,2022-10-08
AllCCS00000787,Trimethoprim,COC=1C=C(CC2=CNC(=N)NC2=N)C=C(C1OC)OC,C14H18N4O3,Experimental CCS,[M+Na]+,313.1272,187.4,3,2022-10-08
AllCCS00000788,Furosemide,C=1C=C(CNC2=CC(=C(C=C2C(=O)O)S(N)(=O)=O)Cl)OC1,C12H11ClN2O5S,Experimental CCS,[M+H]+,331.015,169.3,3,2022-10-08
AllCCS00000788,Furosemide,C=1C=C(CNC2=CC(=C(C=C2C(=O)O)S(N)(=O)=O)Cl)OC1,C12H11ClN2O5S,Experimental CCS,[M+Na]+,352.997,190.3,3,2022-10-08
AllCCS00000789,Tripelennamine,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,C16H21N3,Experimental CCS,[M+H]+,256.1808,159.5,3,2019-08-12
AllCCS00000790,Triprolidine,CC1=CC=C(C=C1)C(=C(CN2CCCC2)[H])C3=CC=CC=N3,C19H22N2,Experimental CCS,[M+H]+,279.1856,169.0,3,2019-08-12
AllCCS00000791,Tropicamide,CCN(CC1=CC=NC=C1)C(C(CO)C2=CC=CC=C2)=O,C17H20N2O2,Experimental CCS,[M+H]+,285.1598,169.5,3,2019-08-12
AllCCS00000792,Cyclizine,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,C18H22N2,Experimental CCS,[M+H]+,267.1856,164.8,3,2019-08-12
AllCCS00000793,Cyclopentolate,CN(C)CCOC(C(C1=CC=CC=C1)C2(CCCC2)O)=O,C17H25NO3,Experimental CCS,[M+H]+,292.1907,169.0,3,2019-08-12
AllCCS00000794,Probenecid,CCCN(CCC)S(C1=CC=C(C=C1)C(O)=O)(=O)=O,C13H19NO4S,Experimental CCS,[M+H]+,286.1108,161.4,3,2019-08-12
AllCCS00000795,Procainamide,CCN(CC)CCNC(C1=CC=C(C=C1)N)=O,C13H21N3O,Experimental CCS,[M+H]+,236.1758,155.8,3,2019-08-12
AllCCS00000796,Procaine,CCN(CC)CCOC(C1=CC=C(C=C1)N)=O,C13H20N2O2,Experimental CCS,[M+H]+,237.1598,154.7,3,2019-08-12
AllCCS00000797,Xylometazoline,CC=1C=C(C=C(C)C1CC2=NCCN2)C(C)(C)C,C16H24N2,Experimental CCS,[M+H]+,245.2012,168.9,3,2019-08-12
AllCCS00000798,Phenacetin,CCOC1=CC=C(C=C1)N=C(C)O,C10H13NO2,Experimental CCS,[M+H]+,180.1019,141.8,2,2022-10-07
AllCCS00000798,Phenacetin,CCOC1=CC=C(C=C1)N=C(C)O,C10H13NO2,Experimental CCS,[M+Na]+,202.0839,151.2,2,2022-10-07
AllCCS00000799,Butoconazole,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,C19H17Cl3N2S,Experimental CCS,[M+H]+,411.0251,186.5,3,2019-08-12
AllCCS00000800,Dapsone,C=1C=C(C=CC1N)S(C2=CC=C(C=C2)N)(=O)=O,C12H12N2O2S,Experimental CCS,[M+H]+,249.0692,151.3,2,2022-10-08
AllCCS00000800,Dapsone,C=1C=C(C=CC1N)S(C2=CC=C(C=C2)N)(=O)=O,C12H12N2O2S,Experimental CCS,[M+Na]+,271.0512,169.6,3,2022-10-08
AllCCS00000800,Dapsone,C=1C=C(C=CC1N)S(C2=CC=C(C=C2)N)(=O)=O,C12H12N2O2S,Experimental CCS,[M-H]-,247.0546,158.0,3,2022-10-08
AllCCS00014168,Cyazofamid,CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,C13H13ClN4O2S,Experimental CCS,[M+H]+,325.0521,166.7,3,2022-10-08
AllCCS00014171,Clofentezine,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,C14H8Cl2N4,Experimental CCS,[M+H]+,303.0199,161.9,3,2022-10-08
AllCCS00014173,Fluazinam,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,C13H4Cl2F6N4O4,Experimental CCS,[M+H]+,464.9587,186.0,3,2022-10-08
AllCCS00014173,Fluazinam,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,C13H4Cl2F6N4O4,Experimental CCS,[M-H]-,462.9441,183.5,3,2022-10-08
AllCCS00014178,Dimethomorph,COC1=C(C=C(C=C1)/C(=C/C(=O)N2CCOCC2)/C3=CC=C(C=C3)Cl)OC,C21H22ClNO4,Experimental CCS,[M+H]+,388.131,199.7,2,2022-10-08
AllCCS00014178,Dimethomorph,COC1=C(C=C(C=C1)/C(=C/C(=O)N2CCOCC2)/C3=CC=C(C=C3)Cl)OC,C21H22ClNO4,Experimental CCS,[M+Na]+,410.113,209.7,3,2022-10-08
AllCCS00014185,Pymetrozine,CC1=NNC(=O)N(C1)/N=C/C2=CN=CC=C2,C10H11N5O,Experimental CCS,[M+H]+,218.1037,152.3,2,2022-10-08
AllCCS00014188,Fenhexamid,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,C14H17Cl2NO2,Experimental CCS,[M+H]+,302.0709,165.1,2,2022-10-08
AllCCS00014188,Fenhexamid,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,C14H17Cl2NO2,Experimental CCS,[M+Na]+,324.0529,179.3,3,2022-10-08
AllCCS00014188,Fenhexamid,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,C14H17Cl2NO2,Experimental CCS,[M-H]-,300.0563,173.2,3,2022-10-08
AllCCS00014199,Pyriproxyfen,CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3,C20H19NO3,Experimental CCS,[M+H]+,322.1438,183.6,2,2022-10-08
AllCCS00014208,Triflumuron,C1=CC=C(C(=C1)C(=O)NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)Cl,C15H10ClF3N2O3,Experimental CCS,[M+H]+,359.0405,169.9,3,2022-10-08
AllCCS00014234,Azinphos-ethyl,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1,C12H16N3O3PS2,Experimental CCS,[M+Na]+,368.0264,175.6,3,2022-10-08
AllCCS00014239,Ethiofencarb,CCSCC1=CC=CC=C1OC(=O)NC,C11H15NO2S,Experimental CCS,[M+Na]+,248.0716,151.9,3,2022-10-08
AllCCS00014240,Furathiocarb,CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,C18H26N2O5S,Experimental CCS,[M+H]+,383.1635,190.7,3,2022-10-08
AllCCS00014245,Demeton-S-methyl,CCSCCSP(=O)(OC)OC,C6H15O3PS2,Experimental CCS,[M+Na]+,253.0093,150.5,3,2022-10-08
AllCCS00014246,Dicrotophos,C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,C8H16NO5P,Experimental CCS,[M+H]+,238.0839,147.5,3,2022-10-08
AllCCS00014246,Dicrotophos,C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,C8H16NO5P,Experimental CCS,[M+Na]+,260.0659,151.2,3,2022-10-08
AllCCS00014248,Famphur,CN(C)S(=O)(=O)C1=CC=C(C=C1)OP(=S)(OC)OC,C10H16NO5PS2,Experimental CCS,[M+Na]+,348.0101,182.1,3,2022-10-08
AllCCS00014249,Fenamiphos,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,C13H22NO3PS,Experimental CCS,[M+H]+,304.1131,171.0,3,2022-10-08
AllCCS00014249,Fenamiphos,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,C13H22NO3PS,Experimental CCS,[M+Na]+,326.0951,177.8,3,2022-10-08
AllCCS00014250,Heptenophos,COP(=O)(OC)OC1=C(C2C1CC=C2)Cl,C9H12ClO4P,Experimental CCS,[M+H]+,251.0235,144.0,3,2022-10-08
AllCCS00014252,Omethoate,CNC(=O)CSP(=O)(OC)OC,C5H12NO4PS,Experimental CCS,[M+H]+,214.0298,134.9,2,2022-10-08
AllCCS00014252,Omethoate,CNC(=O)CSP(=O)(OC)OC,C5H12NO4PS,Experimental CCS,[M+Na]+,236.0118,143.6,3,2022-10-08
AllCCS00014253,Monocrotophos,C/C(=C\C(=O)NC)/OP(=O)(OC)OC,C7H14NO5P,Experimental CCS,[M+H]+,224.0683,145.9,3,2022-10-08
AllCCS00014253,Monocrotophos,C/C(=C\C(=O)NC)/OP(=O)(OC)OC,C7H14NO5P,Experimental CCS,[M+Na]+,246.0503,146.3,3,2022-10-08
AllCCS00014254,Oxydemeton-methyl,CCS(=O)CCSP(=O)(OC)OC,C6H15O4PS2,Experimental CCS,[M+H]+,247.0222,141.8,3,2022-10-08
AllCCS00014254,Oxydemeton-methyl,CCS(=O)CCSP(=O)(OC)OC,C6H15O4PS2,Experimental CCS,[M+Na]+,269.0042,150.9,3,2022-10-08
AllCCS00014257,Methamidophos,COP(=O)(N)SC,C2H8NO2PS,Experimental CCS,[M+H]+,142.0086,119.9,3,2022-10-08
AllCCS00014257,Methamidophos,COP(=O)(N)SC,C2H8NO2PS,Experimental CCS,[M+Na]+,163.9906,137.5,3,2022-10-08
AllCCS00014258,Formetanate,CNC(=O)OC1=CC=CC(=C1)N=CN(C)C,C11H15N3O2,Experimental CCS,[M+H]+,222.1237,153.8,3,2022-10-08
AllCCS00014275,Ethoprophos,CCCSP(=O)(OCC)SCCC,C8H19O2PS2,Experimental CCS,[M+H]+,243.0637,149.3,3,2022-10-08
AllCCS00014276,Mevinphos,C/C(=C\C(=O)OC)/OP(=O)(OC)OC,C7H13O6P,Experimental CCS,[M+H]+,225.0523,136.8,3,2022-10-08
AllCCS00014276,Mevinphos,C/C(=C\C(=O)OC)/OP(=O)(OC)OC,C7H13O6P,Experimental CCS,[M+Na]+,247.0343,146.0,3,2022-10-08
AllCCS00014277,Phosphamidon,CCN(CC)C(=O)/C(=C(\C)/OP(=O)(OC)OC)/Cl,C10H19ClNO5P,Experimental CCS,[M+H]+,300.0762,156.0,3,2022-10-08
AllCCS00014277,Phosphamidon,CCN(CC)C(=O)/C(=C(\C)/OP(=O)(OC)OC)/Cl,C10H19ClNO5P,Experimental CCS,[M+Na]+,322.0582,162.2,3,2022-10-08
AllCCS00014281,Terbufos,CCOP(=S)(OCC)SCSC(C)(C)C,C9H21O2PS3,Experimental CCS,[M+Na]+,311.0334,166.3,3,2022-10-08
AllCCS00014289,Azaconazole,C1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,C12H11Cl2N3O2,Experimental CCS,[M+H]+,300.0301,162.9,3,2022-10-08
